1,1
299,304
0.5,0.5
3,8
2,2
7,13
12,12
1,1
299,304
0.5,0.5
3,8
2,2
7,13
12,12
1,1
299,304
0.5,0.5
3,8
2,2
7,13
12,12
1,1
299,304
0.5,0.5
3,8
2,2
7,13
12,12
2,2
40,0
