1,0
299,270
0.52,0.48
0,2
0,0
1,3
1,1
1,0
301,269
0.52,0.48
0,2
0,0
1,3
1,1
1,0
303,267
0.52,0.48
0,2
0,0
1,3
1,1
1,0
304,266
0.52,0.48
6,2
2,0
12,3
12,1
2,3
40,0

