1,1,
300,271,
0.3,0.7,
3,3,
11,35,
11,11,
14,38,
1,1,
302,269,
0.5,0.5,
4,5,
6,37,
10,13,
14,41,
1,1,
304,267,
0.5,0.5,
4,6,
5,39,
10,12,
13,42,
1,1,
306,265,
0.5,0.5,
4,5,
2,41,
10,13,
10,45,
2,2,
44,8,69
